run_id,stage,shard,order,family,instance,instance_path,instance_sha256,policy,solver,gap,seed,cap_s,threads
primary-gurobi-simple-v1_simple_000366-Role-Hybrid-g0.01-s1,primary,0,13,Simple,v1_simple_000366,data/benchmark-v1/simple/v1_simple_000366.txt,827fab57b30d95353d93e4bf17699ba1c8963f2d44ef3420286b29c52c3ac7ee,Role-Hybrid,gurobi,0.01,1,1800.0,1
primary-gurobi-simple-v1_simple_000366-Base-g0.01-s1,primary,0,14,Simple,v1_simple_000366,data/benchmark-v1/simple/v1_simple_000366.txt,827fab57b30d95353d93e4bf17699ba1c8963f2d44ef3420286b29c52c3ac7ee,Base,gurobi,0.01,1,1800.0,1
primary-gurobi-simple-v1_simple_000366-Flat-L2-g0.01-s1,primary,0,15,Simple,v1_simple_000366,data/benchmark-v1/simple/v1_simple_000366.txt,827fab57b30d95353d93e4bf17699ba1c8963f2d44ef3420286b29c52c3ac7ee,Flat-L2,gurobi,0.01,1,1800.0,1
primary-gurobi-simple-v1_simple_000113-Flat-L2-g0.01-s1,primary,0,16,Simple,v1_simple_000113,data/benchmark-v1/simple/v1_simple_000113.txt,b040cf40dae5fef473217ee10af2ce20f4820660339a94463b5b0e443ff50ce2,Flat-L2,gurobi,0.01,1,1800.0,1
primary-gurobi-simple-v1_simple_000113-Base-g0.01-s1,primary,0,17,Simple,v1_simple_000113,data/benchmark-v1/simple/v1_simple_000113.txt,b040cf40dae5fef473217ee10af2ce20f4820660339a94463b5b0e443ff50ce2,Base,gurobi,0.01,1,1800.0,1
primary-gurobi-simple-v1_simple_000113-Flat-GM-g0.01-s1,primary,0,18,Simple,v1_simple_000113,data/benchmark-v1/simple/v1_simple_000113.txt,b040cf40dae5fef473217ee10af2ce20f4820660339a94463b5b0e443ff50ce2,Flat-GM,gurobi,0.01,1,1800.0,1
primary-gurobi-simple-v1_simple_000113-Role-Hybrid-g0.01-s1,primary,0,19,Simple,v1_simple_000113,data/benchmark-v1/simple/v1_simple_000113.txt,b040cf40dae5fef473217ee10af2ce20f4820660339a94463b5b0e443ff50ce2,Role-Hybrid,gurobi,0.01,1,1800.0,1
primary-gurobi-simple-v1_simple_000094-Flat-GM-g0.01-s1,primary,0,20,Simple,v1_simple_000094,data/benchmark-v1/simple/v1_simple_000094.txt,d31b717dc907b584d86079494de4ddbbde292dcde63c338aed5a23ef08c8508e,Flat-GM,gurobi,0.01,1,1800.0,1
primary-gurobi-simple-v1_simple_000094-Base-g0.01-s1,primary,0,21,Simple,v1_simple_000094,data/benchmark-v1/simple/v1_simple_000094.txt,d31b717dc907b584d86079494de4ddbbde292dcde63c338aed5a23ef08c8508e,Base,gurobi,0.01,1,1800.0,1
primary-gurobi-simple-v1_simple_000094-Role-Hybrid-g0.01-s1,primary,0,22,Simple,v1_simple_000094,data/benchmark-v1/simple/v1_simple_000094.txt,d31b717dc907b584d86079494de4ddbbde292dcde63c338aed5a23ef08c8508e,Role-Hybrid,gurobi,0.01,1,1800.0,1
primary-gurobi-simple-v1_simple_000094-Flat-L2-g0.01-s1,primary,0,23,Simple,v1_simple_000094,data/benchmark-v1/simple/v1_simple_000094.txt,d31b717dc907b584d86079494de4ddbbde292dcde63c338aed5a23ef08c8508e,Flat-L2,gurobi,0.01,1,1800.0,1
primary-gurobi-simple-v1_simple_000176-Flat-L2-g0.01-s1,primary,0,24,Simple,v1_simple_000176,data/benchmark-v1/simple/v1_simple_000176.txt,4a2b20fe869007f63e01ac1e225bb484fe4193af301d12c97a2947a8e810f3ad,Flat-L2,gurobi,0.01,1,1800.0,1
primary-gurobi-simple-v1_simple_000176-Base-g0.01-s1,primary,0,25,Simple,v1_simple_000176,data/benchmark-v1/simple/v1_simple_000176.txt,4a2b20fe869007f63e01ac1e225bb484fe4193af301d12c97a2947a8e810f3ad,Base,gurobi,0.01,1,1800.0,1
primary-gurobi-simple-v1_simple_000176-Role-Hybrid-g0.01-s1,primary,0,26,Simple,v1_simple_000176,data/benchmark-v1/simple/v1_simple_000176.txt,4a2b20fe869007f63e01ac1e225bb484fe4193af301d12c97a2947a8e810f3ad,Role-Hybrid,gurobi,0.01,1,1800.0,1
primary-gurobi-simple-v1_simple_000176-Flat-GM-g0.01-s1,primary,0,27,Simple,v1_simple_000176,data/benchmark-v1/simple/v1_simple_000176.txt,4a2b20fe869007f63e01ac1e225bb484fe4193af301d12c97a2947a8e810f3ad,Flat-GM,gurobi,0.01,1,1800.0,1
primary-gurobi-simple-v1_simple_000329-Base-g0.01-s1,primary,0,28,Simple,v1_simple_000329,data/benchmark-v1/simple/v1_simple_000329.txt,bca2eebaec089992ea1dcb315e87639e749cef6425f131e040570ae1312bc1c6,Base,gurobi,0.01,1,1800.0,1
primary-gurobi-simple-v1_simple_000329-Role-Hybrid-g0.01-s1,primary,0,29,Simple,v1_simple_000329,data/benchmark-v1/simple/v1_simple_000329.txt,bca2eebaec089992ea1dcb315e87639e749cef6425f131e040570ae1312bc1c6,Role-Hybrid,gurobi,0.01,1,1800.0,1
primary-gurobi-simple-v1_simple_000329-Flat-GM-g0.01-s1,primary,0,30,Simple,v1_simple_000329,data/benchmark-v1/simple/v1_simple_000329.txt,bca2eebaec089992ea1dcb315e87639e749cef6425f131e040570ae1312bc1c6,Flat-GM,gurobi,0.01,1,1800.0,1
primary-gurobi-simple-v1_simple_000329-Flat-L2-g0.01-s1,primary,0,31,Simple,v1_simple_000329,data/benchmark-v1/simple/v1_simple_000329.txt,bca2eebaec089992ea1dcb315e87639e749cef6425f131e040570ae1312bc1c6,Flat-L2,gurobi,0.01,1,1800.0,1
primary-gurobi-simple-v1_simple_000126-Role-Hybrid-g0.01-s1,primary,0,32,Simple,v1_simple_000126,data/benchmark-v1/simple/v1_simple_000126.txt,12b2c2e3c4bacd742c0db5fdb65aee0d18872044e383f36391b22491c2dd6770,Role-Hybrid,gurobi,0.01,1,1800.0,1
primary-gurobi-simple-v1_simple_000126-Flat-L2-g0.01-s1,primary,0,33,Simple,v1_simple_000126,data/benchmark-v1/simple/v1_simple_000126.txt,12b2c2e3c4bacd742c0db5fdb65aee0d18872044e383f36391b22491c2dd6770,Flat-L2,gurobi,0.01,1,1800.0,1
primary-gurobi-simple-v1_simple_000126-Flat-GM-g0.01-s1,primary,0,34,Simple,v1_simple_000126,data/benchmark-v1/simple/v1_simple_000126.txt,12b2c2e3c4bacd742c0db5fdb65aee0d18872044e383f36391b22491c2dd6770,Flat-GM,gurobi,0.01,1,1800.0,1
primary-gurobi-simple-v1_simple_000126-Base-g0.01-s1,primary,0,35,Simple,v1_simple_000126,data/benchmark-v1/simple/v1_simple_000126.txt,12b2c2e3c4bacd742c0db5fdb65aee0d18872044e383f36391b22491c2dd6770,Base,gurobi,0.01,1,1800.0,1
primary-gurobi-simple-v1_simple_000175-Flat-L2-g0.01-s1,primary,0,36,Simple,v1_simple_000175,data/benchmark-v1/simple/v1_simple_000175.txt,4ae09149c118f08d59f6c3a8bc000deec3ff89746c5c843ea555f4b6adae63ae,Flat-L2,gurobi,0.01,1,1800.0,1
primary-gurobi-simple-v1_simple_000175-Role-Hybrid-g0.01-s1,primary,0,37,Simple,v1_simple_000175,data/benchmark-v1/simple/v1_simple_000175.txt,4ae09149c118f08d59f6c3a8bc000deec3ff89746c5c843ea555f4b6adae63ae,Role-Hybrid,gurobi,0.01,1,1800.0,1
primary-gurobi-simple-v1_simple_000175-Base-g0.01-s1,primary,0,38,Simple,v1_simple_000175,data/benchmark-v1/simple/v1_simple_000175.txt,4ae09149c118f08d59f6c3a8bc000deec3ff89746c5c843ea555f4b6adae63ae,Base,gurobi,0.01,1,1800.0,1
primary-gurobi-simple-v1_simple_000175-Flat-GM-g0.01-s1,primary,0,39,Simple,v1_simple_000175,data/benchmark-v1/simple/v1_simple_000175.txt,4ae09149c118f08d59f6c3a8bc000deec3ff89746c5c843ea555f4b6adae63ae,Flat-GM,gurobi,0.01,1,1800.0,1
primary-gurobi-simple-v1_simple_000479-Role-Hybrid-g0.01-s1,primary,1,40,Simple,v1_simple_000479,data/benchmark-v1/simple/v1_simple_000479.txt,8d8e9861c53efd79f6754ab52e077366dcb3ac1c5d127e65e325b6b2c1163e78,Role-Hybrid,gurobi,0.01,1,1800.0,1
primary-gurobi-simple-v1_simple_000479-Flat-GM-g0.01-s1,primary,1,41,Simple,v1_simple_000479,data/benchmark-v1/simple/v1_simple_000479.txt,8d8e9861c53efd79f6754ab52e077366dcb3ac1c5d127e65e325b6b2c1163e78,Flat-GM,gurobi,0.01,1,1800.0,1
primary-gurobi-simple-v1_simple_000479-Base-g0.01-s1,primary,1,42,Simple,v1_simple_000479,data/benchmark-v1/simple/v1_simple_000479.txt,8d8e9861c53efd79f6754ab52e077366dcb3ac1c5d127e65e325b6b2c1163e78,Base,gurobi,0.01,1,1800.0,1
primary-gurobi-simple-v1_simple_000479-Flat-L2-g0.01-s1,primary,1,43,Simple,v1_simple_000479,data/benchmark-v1/simple/v1_simple_000479.txt,8d8e9861c53efd79f6754ab52e077366dcb3ac1c5d127e65e325b6b2c1163e78,Flat-L2,gurobi,0.01,1,1800.0,1
primary-gurobi-simple-v1_simple_000343-Flat-L2-g0.01-s1,primary,1,44,Simple,v1_simple_000343,data/benchmark-v1/simple/v1_simple_000343.txt,3eef11f0cacd5bbe32a7bf0b7a007af3e0223977396eebd035c823f6d6607ff3,Flat-L2,gurobi,0.01,1,1800.0,1
primary-gurobi-simple-v1_simple_000343-Base-g0.01-s1,primary,1,45,Simple,v1_simple_000343,data/benchmark-v1/simple/v1_simple_000343.txt,3eef11f0cacd5bbe32a7bf0b7a007af3e0223977396eebd035c823f6d6607ff3,Base,gurobi,0.01,1,1800.0,1
primary-gurobi-simple-v1_simple_000343-Role-Hybrid-g0.01-s1,primary,1,46,Simple,v1_simple_000343,data/benchmark-v1/simple/v1_simple_000343.txt,3eef11f0cacd5bbe32a7bf0b7a007af3e0223977396eebd035c823f6d6607ff3,Role-Hybrid,gurobi,0.01,1,1800.0,1
primary-gurobi-simple-v1_simple_000343-Flat-GM-g0.01-s1,primary,1,47,Simple,v1_simple_000343,data/benchmark-v1/simple/v1_simple_000343.txt,3eef11f0cacd5bbe32a7bf0b7a007af3e0223977396eebd035c823f6d6607ff3,Flat-GM,gurobi,0.01,1,1800.0,1
primary-gurobi-simple-v1_simple_000450-Role-Hybrid-g0.01-s1,primary,1,48,Simple,v1_simple_000450,data/benchmark-v1/simple/v1_simple_000450.txt,61cfa740e353b2edd59420f963737cd92e816c3041f22b1a6e6c6244bf7d917f,Role-Hybrid,gurobi,0.01,1,1800.0,1
primary-gurobi-simple-v1_simple_000450-Flat-GM-g0.01-s1,primary,1,49,Simple,v1_simple_000450,data/benchmark-v1/simple/v1_simple_000450.txt,61cfa740e353b2edd59420f963737cd92e816c3041f22b1a6e6c6244bf7d917f,Flat-GM,gurobi,0.01,1,1800.0,1
primary-gurobi-simple-v1_simple_000450-Flat-L2-g0.01-s1,primary,1,50,Simple,v1_simple_000450,data/benchmark-v1/simple/v1_simple_000450.txt,61cfa740e353b2edd59420f963737cd92e816c3041f22b1a6e6c6244bf7d917f,Flat-L2,gurobi,0.01,1,1800.0,1
primary-gurobi-simple-v1_simple_000450-Base-g0.01-s1,primary,1,51,Simple,v1_simple_000450,data/benchmark-v1/simple/v1_simple_000450.txt,61cfa740e353b2edd59420f963737cd92e816c3041f22b1a6e6c6244bf7d917f,Base,gurobi,0.01,1,1800.0,1
primary-gurobi-simple-v1_simple_000348-Flat-L2-g0.01-s1,primary,1,52,Simple,v1_simple_000348,data/benchmark-v1/simple/v1_simple_000348.txt,fa59ba893f65524427c4bab4399027cd9f1d459647c209defc981a2e97bf0a8d,Flat-L2,gurobi,0.01,1,1800.0,1
primary-gurobi-simple-v1_simple_000348-Flat-GM-g0.01-s1,primary,1,53,Simple,v1_simple_000348,data/benchmark-v1/simple/v1_simple_000348.txt,fa59ba893f65524427c4bab4399027cd9f1d459647c209defc981a2e97bf0a8d,Flat-GM,gurobi,0.01,1,1800.0,1
primary-gurobi-simple-v1_simple_000348-Base-g0.01-s1,primary,1,54,Simple,v1_simple_000348,data/benchmark-v1/simple/v1_simple_000348.txt,fa59ba893f65524427c4bab4399027cd9f1d459647c209defc981a2e97bf0a8d,Base,gurobi,0.01,1,1800.0,1
primary-gurobi-simple-v1_simple_000348-Role-Hybrid-g0.01-s1,primary,1,55,Simple,v1_simple_000348,data/benchmark-v1/simple/v1_simple_000348.txt,fa59ba893f65524427c4bab4399027cd9f1d459647c209defc981a2e97bf0a8d,Role-Hybrid,gurobi,0.01,1,1800.0,1
primary-gurobi-simple-v1_simple_000229-Role-Hybrid-g0.01-s1,primary,1,56,Simple,v1_simple_000229,data/benchmark-v1/simple/v1_simple_000229.txt,86647bcac29ad2fb208f500033c732af536a455d402ab80e1fe42c882269177c,Role-Hybrid,gurobi,0.01,1,1800.0,1
primary-gurobi-simple-v1_simple_000229-Base-g0.01-s1,primary,1,57,Simple,v1_simple_000229,data/benchmark-v1/simple/v1_simple_000229.txt,86647bcac29ad2fb208f500033c732af536a455d402ab80e1fe42c882269177c,Base,gurobi,0.01,1,1800.0,1
primary-gurobi-simple-v1_simple_000229-Flat-L2-g0.01-s1,primary,1,58,Simple,v1_simple_000229,data/benchmark-v1/simple/v1_simple_000229.txt,86647bcac29ad2fb208f500033c732af536a455d402ab80e1fe42c882269177c,Flat-L2,gurobi,0.01,1,1800.0,1
primary-gurobi-simple-v1_simple_000229-Flat-GM-g0.01-s1,primary,1,59,Simple,v1_simple_000229,data/benchmark-v1/simple/v1_simple_000229.txt,86647bcac29ad2fb208f500033c732af536a455d402ab80e1fe42c882269177c,Flat-GM,gurobi,0.01,1,1800.0,1
primary-gurobi-simple-v1_simple_000032-Base-g0.01-s1,primary,1,60,Simple,v1_simple_000032,data/benchmark-v1/simple/v1_simple_000032.txt,c47de9f543afa7cbdd922483076e5a9bd6a1d711418cfab03abe5a294ee1ace1,Base,gurobi,0.01,1,1800.0,1
primary-gurobi-simple-v1_simple_000032-Flat-L2-g0.01-s1,primary,1,61,Simple,v1_simple_000032,data/benchmark-v1/simple/v1_simple_000032.txt,c47de9f543afa7cbdd922483076e5a9bd6a1d711418cfab03abe5a294ee1ace1,Flat-L2,gurobi,0.01,1,1800.0,1
primary-gurobi-simple-v1_simple_000032-Flat-GM-g0.01-s1,primary,1,62,Simple,v1_simple_000032,data/benchmark-v1/simple/v1_simple_000032.txt,c47de9f543afa7cbdd922483076e5a9bd6a1d711418cfab03abe5a294ee1ace1,Flat-GM,gurobi,0.01,1,1800.0,1
primary-gurobi-simple-v1_simple_000032-Role-Hybrid-g0.01-s1,primary,1,63,Simple,v1_simple_000032,data/benchmark-v1/simple/v1_simple_000032.txt,c47de9f543afa7cbdd922483076e5a9bd6a1d711418cfab03abe5a294ee1ace1,Role-Hybrid,gurobi,0.01,1,1800.0,1
primary-gurobi-simple-v1_simple_000295-Base-g0.01-s1,primary,1,64,Simple,v1_simple_000295,data/benchmark-v1/simple/v1_simple_000295.txt,0c3afdcb8fcc6e3a84180036fd12dc5af300dd488bdda4e3a0dc74cd986c7f68,Base,gurobi,0.01,1,1800.0,1
primary-gurobi-simple-v1_simple_000295-Role-Hybrid-g0.01-s1,primary,1,65,Simple,v1_simple_000295,data/benchmark-v1/simple/v1_simple_000295.txt,0c3afdcb8fcc6e3a84180036fd12dc5af300dd488bdda4e3a0dc74cd986c7f68,Role-Hybrid,gurobi,0.01,1,1800.0,1
primary-gurobi-simple-v1_simple_000295-Flat-L2-g0.01-s1,primary,1,66,Simple,v1_simple_000295,data/benchmark-v1/simple/v1_simple_000295.txt,0c3afdcb8fcc6e3a84180036fd12dc5af300dd488bdda4e3a0dc74cd986c7f68,Flat-L2,gurobi,0.01,1,1800.0,1
primary-gurobi-simple-v1_simple_000295-Flat-GM-g0.01-s1,primary,1,67,Simple,v1_simple_000295,data/benchmark-v1/simple/v1_simple_000295.txt,0c3afdcb8fcc6e3a84180036fd12dc5af300dd488bdda4e3a0dc74cd986c7f68,Flat-GM,gurobi,0.01,1,1800.0,1
primary-gurobi-simple-v1_simple_000311-Flat-GM-g0.01-s1,primary,1,68,Simple,v1_simple_000311,data/benchmark-v1/simple/v1_simple_000311.txt,7b2fa8d6a1b7a072d390a945746fea7776ac634c909025105ff9e5d4c29ac7ab,Flat-GM,gurobi,0.01,1,1800.0,1
primary-gurobi-simple-v1_simple_000311-Base-g0.01-s1,primary,1,69,Simple,v1_simple_000311,data/benchmark-v1/simple/v1_simple_000311.txt,7b2fa8d6a1b7a072d390a945746fea7776ac634c909025105ff9e5d4c29ac7ab,Base,gurobi,0.01,1,1800.0,1
primary-gurobi-simple-v1_simple_000311-Role-Hybrid-g0.01-s1,primary,1,70,Simple,v1_simple_000311,data/benchmark-v1/simple/v1_simple_000311.txt,7b2fa8d6a1b7a072d390a945746fea7776ac634c909025105ff9e5d4c29ac7ab,Role-Hybrid,gurobi,0.01,1,1800.0,1
primary-gurobi-simple-v1_simple_000311-Flat-L2-g0.01-s1,primary,1,71,Simple,v1_simple_000311,data/benchmark-v1/simple/v1_simple_000311.txt,7b2fa8d6a1b7a072d390a945746fea7776ac634c909025105ff9e5d4c29ac7ab,Flat-L2,gurobi,0.01,1,1800.0,1
primary-gurobi-simple-v1_simple_000076-Base-g0.01-s1,primary,1,72,Simple,v1_simple_000076,data/benchmark-v1/simple/v1_simple_000076.txt,e8d3f6ac35626973a596e0b1371520d202a0df0832344edf2ac6b175e3c82c36,Base,gurobi,0.01,1,1800.0,1
primary-gurobi-simple-v1_simple_000076-Flat-L2-g0.01-s1,primary,1,73,Simple,v1_simple_000076,data/benchmark-v1/simple/v1_simple_000076.txt,e8d3f6ac35626973a596e0b1371520d202a0df0832344edf2ac6b175e3c82c36,Flat-L2,gurobi,0.01,1,1800.0,1
primary-gurobi-simple-v1_simple_000076-Flat-GM-g0.01-s1,primary,1,74,Simple,v1_simple_000076,data/benchmark-v1/simple/v1_simple_000076.txt,e8d3f6ac35626973a596e0b1371520d202a0df0832344edf2ac6b175e3c82c36,Flat-GM,gurobi,0.01,1,1800.0,1
primary-gurobi-simple-v1_simple_000076-Role-Hybrid-g0.01-s1,primary,1,75,Simple,v1_simple_000076,data/benchmark-v1/simple/v1_simple_000076.txt,e8d3f6ac35626973a596e0b1371520d202a0df0832344edf2ac6b175e3c82c36,Role-Hybrid,gurobi,0.01,1,1800.0,1
primary-gurobi-simple-v1_simple_000230-Base-g0.01-s1,primary,1,76,Simple,v1_simple_000230,data/benchmark-v1/simple/v1_simple_000230.txt,414532506e77cab37c85c3f5163f28fa993b5df5ae6332be69d7bcf3916a1689,Base,gurobi,0.01,1,1800.0,1
primary-gurobi-simple-v1_simple_000230-Flat-GM-g0.01-s1,primary,1,77,Simple,v1_simple_000230,data/benchmark-v1/simple/v1_simple_000230.txt,414532506e77cab37c85c3f5163f28fa993b5df5ae6332be69d7bcf3916a1689,Flat-GM,gurobi,0.01,1,1800.0,1
primary-gurobi-simple-v1_simple_000230-Role-Hybrid-g0.01-s1,primary,1,78,Simple,v1_simple_000230,data/benchmark-v1/simple/v1_simple_000230.txt,414532506e77cab37c85c3f5163f28fa993b5df5ae6332be69d7bcf3916a1689,Role-Hybrid,gurobi,0.01,1,1800.0,1
primary-gurobi-simple-v1_simple_000230-Flat-L2-g0.01-s1,primary,1,79,Simple,v1_simple_000230,data/benchmark-v1/simple/v1_simple_000230.txt,414532506e77cab37c85c3f5163f28fa993b5df5ae6332be69d7bcf3916a1689,Flat-L2,gurobi,0.01,1,1800.0,1
primary-gurobi-simple-v1_simple_000439-Role-Hybrid-g0.01-s1,primary,2,80,Simple,v1_simple_000439,data/benchmark-v1/simple/v1_simple_000439.txt,71929f7c86d723cf51a38429def895773c734058b38299d925ca5230cb6d75c6,Role-Hybrid,gurobi,0.01,1,1800.0,1
primary-gurobi-simple-v1_simple_000439-Flat-GM-g0.01-s1,primary,2,81,Simple,v1_simple_000439,data/benchmark-v1/simple/v1_simple_000439.txt,71929f7c86d723cf51a38429def895773c734058b38299d925ca5230cb6d75c6,Flat-GM,gurobi,0.01,1,1800.0,1
primary-gurobi-simple-v1_simple_000439-Flat-L2-g0.01-s1,primary,2,82,Simple,v1_simple_000439,data/benchmark-v1/simple/v1_simple_000439.txt,71929f7c86d723cf51a38429def895773c734058b38299d925ca5230cb6d75c6,Flat-L2,gurobi,0.01,1,1800.0,1
primary-gurobi-simple-v1_simple_000439-Base-g0.01-s1,primary,2,83,Simple,v1_simple_000439,data/benchmark-v1/simple/v1_simple_000439.txt,71929f7c86d723cf51a38429def895773c734058b38299d925ca5230cb6d75c6,Base,gurobi,0.01,1,1800.0,1
primary-gurobi-simple-v1_simple_000335-Role-Hybrid-g0.01-s1,primary,2,84,Simple,v1_simple_000335,data/benchmark-v1/simple/v1_simple_000335.txt,c7b68936ff45f826da7bd0f9cba6a28d47c1c561530eb6abf7849310bb66b164,Role-Hybrid,gurobi,0.01,1,1800.0,1
primary-gurobi-simple-v1_simple_000335-Flat-L2-g0.01-s1,primary,2,85,Simple,v1_simple_000335,data/benchmark-v1/simple/v1_simple_000335.txt,c7b68936ff45f826da7bd0f9cba6a28d47c1c561530eb6abf7849310bb66b164,Flat-L2,gurobi,0.01,1,1800.0,1
primary-gurobi-simple-v1_simple_000335-Flat-GM-g0.01-s1,primary,2,86,Simple,v1_simple_000335,data/benchmark-v1/simple/v1_simple_000335.txt,c7b68936ff45f826da7bd0f9cba6a28d47c1c561530eb6abf7849310bb66b164,Flat-GM,gurobi,0.01,1,1800.0,1
primary-gurobi-simple-v1_simple_000335-Base-g0.01-s1,primary,2,87,Simple,v1_simple_000335,data/benchmark-v1/simple/v1_simple_000335.txt,c7b68936ff45f826da7bd0f9cba6a28d47c1c561530eb6abf7849310bb66b164,Base,gurobi,0.01,1,1800.0,1
primary-gurobi-simple-v1_simple_000055-Flat-GM-g0.01-s1,primary,2,88,Simple,v1_simple_000055,data/benchmark-v1/simple/v1_simple_000055.txt,136dabc0d98245dfbc241f7ba941b2540d6e93f1753ca3d3346474e677124656,Flat-GM,gurobi,0.01,1,1800.0,1
primary-gurobi-simple-v1_simple_000055-Base-g0.01-s1,primary,2,89,Simple,v1_simple_000055,data/benchmark-v1/simple/v1_simple_000055.txt,136dabc0d98245dfbc241f7ba941b2540d6e93f1753ca3d3346474e677124656,Base,gurobi,0.01,1,1800.0,1
primary-gurobi-simple-v1_simple_000055-Flat-L2-g0.01-s1,primary,2,90,Simple,v1_simple_000055,data/benchmark-v1/simple/v1_simple_000055.txt,136dabc0d98245dfbc241f7ba941b2540d6e93f1753ca3d3346474e677124656,Flat-L2,gurobi,0.01,1,1800.0,1
primary-gurobi-simple-v1_simple_000055-Role-Hybrid-g0.01-s1,primary,2,91,Simple,v1_simple_000055,data/benchmark-v1/simple/v1_simple_000055.txt,136dabc0d98245dfbc241f7ba941b2540d6e93f1753ca3d3346474e677124656,Role-Hybrid,gurobi,0.01,1,1800.0,1
primary-gurobi-simple-v1_simple_000407-Flat-L2-g0.01-s1,primary,2,92,Simple,v1_simple_000407,data/benchmark-v1/simple/v1_simple_000407.txt,0d26e33ce71ae87b2238ca9f2677f8e8e42b5d6011fbc8d967cba141f13aae0e,Flat-L2,gurobi,0.01,1,1800.0,1
primary-gurobi-simple-v1_simple_000407-Flat-GM-g0.01-s1,primary,2,93,Simple,v1_simple_000407,data/benchmark-v1/simple/v1_simple_000407.txt,0d26e33ce71ae87b2238ca9f2677f8e8e42b5d6011fbc8d967cba141f13aae0e,Flat-GM,gurobi,0.01,1,1800.0,1
